Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29-08-2005,8:45:00,Long March 2D,FSW-3 No. 3,Active,29.75,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",22-09-2005,19:24:00,Minotaur I,Streak (STP-R1),Active,40.0,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",26-09-2005,3:37:00,Delta II 7925,GPS IIRM-1,Retired,177.28571428571428,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",08-10-2005,15:02:00,Rokot/Briz KM,CryoSat-1,Retired,41.8,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",13-10-2005,22:32:00,Ariane 5 GS,Syracuse 3A & Galaxy 15,Retired,140.87596899224806,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",16-10-2005,20:32:00,Long March 2F,Shenzhou 6,Retired,39.13066945606695,Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA",19-10-2005,18:05:00,Titan IV(404)B,NROL-20 (KH-11 Kennen),Retired,35.0,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",27-10-2005,6:52:00,Cosmos-3M (11K65M),TopSat 1 & Others,Retired,36.57038461538461,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",08-11-2005,14:06:00,Zenit-3 SL,Inmarsat 4F-2,Retired,108.84232047397124,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",16-11-2005,23:46:00,Ariane 5 ECA,Spaceway-2 & Telkom-2,Active,200.0,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",21-12-2005,19:34:00,Cosmos-3M (11K65M),Cosmos 2416,Retired,36.57038461538461,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",21-12-2005,23:33:00,Ariane 5 GS,INSAT-4A & MSG-2,Retired,140.87596899224806,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",19-01-2006,19:00:00,Atlas V 551,New Horizons,Active,153.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",24-01-2006,1:33:00,H-IIA 2022,Daichi,Retired,95.1923076923077,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",15-02-2006,22:34:00,Zenit-3 SL,EchoStar-X,Retired,108.84232047397124,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",18-02-2006,6:27:00,H-IIA 2024,Himawari 7,Retired,95.1923076923077,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",21-02-2006,21:28:00,Mu-V / M-25,"SSSat 1, CUTE 1.7 & Akari",Retired,108.84232047397124,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",11-03-2006,22:33:00,Ariane 5 ECA,Spainsat & Hot Bird 7A,Active,200.0,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",24-03-2006,21:30:00,Falcon 1,FalconSat-2,Retired,7.0,Failure
Northrop,"Stargazer, Vandenberg AFB, California, USA",28-03-2006,20:10:00,Pegasus XL,ST-5,Active,40.0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",12-04-2006,23:29:00,Zenit-3 SL,JCSat-9,Retired,108.84232047397124,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",15-04-2006,1:40:00,Minotaur I,COSMIC (FORMOSAT-3),Active,40.0,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",20-04-2006,20:27:00,Atlas V 411,Astra 1KR,Retired,115.0,Success
MITT,"Svobodny Cosmodrome, Russia",25-04-2006,16:47:00,Start-1,EROS B,Active,108.84232047397124,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",26-04-2006,22:48:00,Long March 4C,Yaogan 1,Active,64.68,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",28-04-2006,10:02:00,Delta II 7420-10C,"CloudSat, CALIPSO",Retired,177.28571428571428,Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",24-05-2006,22:11:00,"Delta IV Medium+ (4,2)",GOES-N (GOES-13),Retired,164.0,Success
SRC,"K-84 Submarine, Barents Sea Launch Area, Barents Sea",26-05-2006,18:50:00,Shtil',Kompass-2,Retired,108.84232047397124,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",27-05-2006,21:09:00,Ariane 5 ECA,Satmex-6 & Thaicom-5,Active,200.0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",18-06-2006,7:49:00,Zenit-3 SL,Galaxy 16,Retired,108.84232047397124,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",21-06-2006,22:15:00,Delta II 7925,MiTEx,Retired,177.28571428571428,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",25-06-2006,4:00:00,Tsyklon-2,Cosmos 2421,Retired,36.57038461538461,Success
Boeing,"SLC-6, Vandenberg AFB, California, USA",28-06-2006,3:33:00,"Delta IV Medium+ (4,2)",NROL-22,Retired,164.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",04-07-2006,18:37:00,Space Shuttle Discovery,STS-121,Retired,450.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",10-07-2006,12:08:00,GSLV Mk I,INSAT-4C,Retired,47.0,Failure
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",12-07-2006,14:53:00,Dnepr,Genesis 1,Retired,29.0,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",21-07-2006,4:20:00,Molniya-M /Block 2BL,Cosmos 2422,Retired,36.57038461538461,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",26-07-2006,19:43:00,Dnepr,BelKa 1 & Others,Retired,29.0,Failure
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",28-07-2006,7:05:00,Rokot/Briz KM,KompSat-2,Retired,41.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",11-08-2006,22:15:00,Ariane 5 ECA,JCSAT-10 & Syracuse 3B,Active,200.0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",22-08-2006,3:26:00,Zenit-3 SL,Koreasat 5,Retired,108.84232047397124,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",09-09-2006,7:00:00,Long March 2C,Shijian-8,Active,30.8,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",09-09-2006,15:14:00,Space Shuttle Atlantis,STS-115,Retired,450.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",11-09-2006,4:35:00,H-IIA 202,IGS-Optical 2,Active,90.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",12-09-2006,16:02:00,Long March 3A,Chinasat-22A,Active,69.7,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",22-09-2006,21:36:00,Mu-V / M-25,"SSSat 2, Hinode & Camatai",Retired,108.84232047397124,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",25-09-2006,18:50:00,Delta II 7925,GPS IIRM-2,Retired,177.28571428571428,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",13-10-2006,20:56:00,Ariane 5 ECA,"DirecTV-9S, Optus D1, LDREX-2",Active,200.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",23-10-2006,23:34:00,Long March 4B,Shijian-6C & 6D,Active,64.68,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",26-10-2006,0:52:00,Delta II 7925-10L,STEREO,Retired,177.28571428571428,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",28-10-2006,16:20:00,Long March 3B,SinoSat 2,Retired,39.13066945606695,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",30-10-2006,23:48:00,Zenit-3 SL,XM-4,Retired,108.84232047397124,Success
Boeing,"SLC-6, Vandenberg AFB, California, USA",04-11-2006,13:53:00,Delta IV Medium,DMSP F17,Retired,133.0,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",17-11-2006,19:12:00,Delta II 7925,GPS IIRM-3,Retired,177.28571428571428,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",08-12-2006,0:53:00,Long March 3A,Fengyun-2D,Active,69.7,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",08-12-2006,22:08:00,Ariane 5 ECA,WildBlue-1 & AMC-18,Active,200.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",10-12-2006,0:47:00,Space Shuttle Discovery,STS-116,Retired,450.0,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",14-12-2006,21:00:00,Delta II 7920-10C,NROL-21,Retired,153.25925925925927,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",16-12-2006,12:00:00,Minotaur I,TacSat-2 & GeneSat-1,Active,40.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",18-12-2006,6:32:00,H-IIA 204,Kiku 8,Active,95.1923076923077,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",19-12-2006,14:00:00,Cosmos-3M (11K65M),SAR-Lupe 1,Retired,36.57038461538461,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",10-01-2007,3:54:00,PSLV-G,Cartosat-2 & SRE-1 & Rideshares,Retired,25.0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",30-01-2007,23:21:00,Zenit-3 SL,NSS-8,Retired,108.84232047397124,Failure
CASC,"LC-2, Xichang Satellite Launch Center, China",02-02-2007,16:28:00,Long March 3A,Beidou-1D,Active,69.7,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",17-02-2007,23:01:00,Delta II 7925-10C,THEMIS,Retired,153.25925925925927,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",24-02-2007,4:41:00,H-IIA 2024,"IGS-Optical 3V, IGS-Radar 2",Retired,95.1923076923077,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",09-03-2007,3:10:00,Atlas V 401,"STP-1, FalconSat-3",Active,109.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",11-03-2007,22:03:00,Ariane 5 ECA,Skynet 5A & INSAT-4B,Active,200.0,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",21-03-2007,1:10:00,Falcon 1,DemoSat,Retired,7.0,Failure
CASC,"LC-7, Taiyuan Satellite Launch Center, China",11-04-2007,3:27:00,Long March 2C,Haiyang-1B,Active,30.8,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",13-04-2007,20:11:00,Long March 3A,Compass-M1,Active,69.7,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",17-04-2007,6:46:00,Dnepr,EgyptSat 1 & Others,Retired,29.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",23-04-2007,10:00:00,PSLV-CA,AGILE & AAM,Active,21.0,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",24-04-2007,6:48:00,Minotaur I,NFIRE,Active,40.0,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",25-04-2007,20:26:00,Pegasus XL,AIM,Active,40.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",04-05-2007,22:29:00,Ariane 5 ECA,Astra 1L & Galaxy 17,Active,200.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",13-05-2007,16:01:00,Long March 3B/E,NIGCOMSAT-1,Active,29.15,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",25-05-2007,7:12:00,Long March 2D,Yaogan 2 & ZDPS-1,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",31-05-2007,16:08:00,Long March 3A,SinoSat 3,Active,69.7,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",08-06-2007,2:34:00,Delta II 7420-10C,COSMO-SkyMed,Retired,153.25925925925927,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",08-06-2007,23:38:00,Space Shuttle Atlantis,STS-117,Retired,450.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",15-06-2007,2:14:00,Dnepr,TerraSAR-X,Retired,29.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",15-06-2007,15:11:00,Atlas V 401,NROL-30 & NOSS-3,Active,109.0,Partial Failure
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",28-06-2007,15:02:00,Dnepr,Genesis 2,Retired,29.0,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",29-06-2007,10:00:00,Zenit-2,Cosmos 2428,Retired,36.57038461538461,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",02-07-2007,19:38:00,Cosmos-3M (11K65M),SAR-Lupe 2,Retired,36.57038461538461,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",05-07-2007,20:08:00,Long March 3B,Chinasat-6B,Retired,39.13066945606695,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",04-08-2007,9:26:00,Delta II 7925,Phoenix,Retired,153.25925925925927,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",08-08-2007,22:36:00,Space Shuttle Endeavour,STS-118,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",14-08-2007,23:44:00,Ariane 5 ECA,Spaceway-3 & BSat-3A,Active,200.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",02-09-2007,12:51:00,GSLV Mk I,INSAT-4CR,Retired,47.0,Partial Failure
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",11-09-2007,13:05:00,Cosmos-3M (11K65M),Cosmos 2429,Retired,36.57038461538461,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",14-09-2007,1:31:00,H-IIA 2022,SELENE,Retired,95.1923076923077,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",18-09-2007,18:35:00,Delta II 7920-10C,DigitalGlobe WorldView-1,Retired,153.25925925925927,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",19-09-2007,3:26:00,Long March 4B,CBERS-2B,Active,64.68,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",27-09-2007,11:34:00,Delta II 7925H,Dawn,Retired,153.25925925925927,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",05-10-2007,22:02:00,Ariane 5 GS,Intelsat 11 & Optus D2,Retired,140.87596899224806,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",11-10-2007,0:22:00,Atlas V 421,WSG-1,Active,123.0,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",17-10-2007,12:23:00,Delta II 7925,GPS IIRM-4,Retired,153.25925925925927,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",23-10-2007,3:38:00,Space Shuttle Discovery,STS-120,Retired,450.0,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",23-10-2007,4:39:00,Molniya-M /Block 2BL,Cosmos 2430,Retired,36.57038461538461,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",24-10-2007,10:05:00,Long March 3B,Chang'e 1,Retired,39.13066945606695,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",01-11-2007,0:51:00,Cosmos-3M (11K65M),SAR-Lupe 3,Retired,36.57038461538461,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",11-11-2007,1:50:00,Delta IV Heavy,DSP-23,Active,350.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",11-11-2007,22:48:00,Long March 4C,Yaogan 3,Active,64.68,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",14-11-2007,22:03:00,Ariane 5 ECA,Skynet 5B & Star One C1,Active,200.0,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",09-12-2007,2:31:00,Delta II 7420-10C,COSMO-2,Retired,153.25925925925927,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",10-12-2007,22:05:00,Atlas V 401,NROL-24,Active,109.0,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",20-12-2007,20:04:00,Delta II 7925,GPS IIRM-5,Retired,153.25925925925927,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",21-12-2007,21:41:00,Ariane 5 GS,Rascom-QAF1 & Horizons-2,Retired,140.87596899224806,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",15-01-2008,11:48:00,Zenit-3 SL,Thuraya-3,Retired,108.84232047397124,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",21-01-2008,3:45:00,PSLV-CA,TecSAR,Active,21.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",07-02-2008,19:45:00,Space Shuttle Atlantis,STS-122,Retired,450.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",23-02-2008,8:55:00,H-IIA 202,Kizuna,Active,90.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",09-03-2008,4:03:00,Ariane 5 ES,Jules Verne ATV,Retired,140.87596899224806,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",11-03-2008,6:28:00,Space Shuttle Endeavour,STS-123,Retired,450.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",13-03-2008,10:02:00,Atlas V 411,NROL-28,Retired,115.0,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",15-03-2008,6:10:00,Delta II 7925,GPS IIRM-6,Retired,153.25925925925927,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",19-03-2008,22:47:00,Zenit-3 SL,DirecTV-11,Retired,108.84232047397124,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",27-03-2008,17:16:00,Cosmos-3M (11K65M),SAR-Lupe 4,Retired,36.57038461538461,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",14-04-2008,20:12:00,Atlas V 421,ICO G1,Active,123.0,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",15-04-2008,17:01:00,Pegasus XL,C/NOFS,Active,40.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",18-04-2008,22:17:00,Ariane 5 ECA,Star One C2 & Vinasat-1,Active,200.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",25-04-2008,15:35:00,Long March 3C,Tianlian I-01,Retired,20.14,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",28-04-2008,3:53:00,PSLV-CA,Cartosat-2A & Rideshares,Active,21.0,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",28-04-2008,5:00:00,Zenit-3 SLB,AMOS 3,Retired,108.84232047397124,Partial Failure
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",21-05-2008,9:42:00,Zenit-3 SL,Galaxy 18,Retired,108.84232047397124,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",23-05-2008,15:20:00,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",Retired,41.8,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",27-05-2008,3:02:00,Long March 4C,Fengyun-3A,Active,64.68,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",31-05-2008,21:02:00,Space Shuttle Discovery,STS-124,Retired,450.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",09-06-2008,12:15:00,Long March 3B,ChinaSat 9,Retired,39.13066945606695,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",11-06-2008,16:05:00,Delta II 7920H-10C,GLAST,Retired,153.25925925925927,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12-06-2008,22:05:00,Ariane 5 ECA,Skynet 5C & Turksat 3A,Active,200.0,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",19-06-2008,6:36:00,Cosmos-3M (11K65M),Orbcomm Satellites,Retired,36.57038461538461,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",20-06-2008,7:46:00,Delta II 7320-10C,Jason-2,Retired,153.25925925925927,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",07-07-2008,21:47:00,Ariane 5 ECA,ProtoStar-1 & Badr-6,Active,200.0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",16-07-2008,5:20:00,Zenit-3 SL,EchoStar XI,Retired,108.84232047397124,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",22-07-2008,2:40:00,Cosmos-3M (11K65M),SAR-Lupe 5,Retired,36.57038461538461,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",03-08-2008,3:34:00,Falcon 1,Flight 3,Retired,7.0,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",14-08-2008,20:44:00,Ariane 5 ECA,Superbird-7 & AMC-21,Active,200.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",29-08-2008,7:15:00,Dnepr,RapidEye 1 to 5,Retired,29.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",06-09-2008,3:25:00,Long March 2C/SMA,Huanjing-1A & 1B,Active,39.13066945606695,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",06-09-2008,18:50:00,Delta II 7420-10C,GeoEye-1,Retired,153.25925925925927,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",24-09-2008,9:27:00,Zenit-3 SL,Galaxy 19,Retired,108.84232047397124,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",28-09-2008,13:10:00,Long March 2F/G,Shenzhou 7,Active,39.13066945606695,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",28-09-2008,23:15:00,Falcon 1,RatSat,Retired,7.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",01-10-2008,6:37:00,Dnepr,THEOS 1,Retired,29.0,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",19-10-2008,17:47:00,Pegasus XL,IBEX,Active,40.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",22-10-2008,0:52:00,PSLV-XL,Chandrayaan-1,Active,31.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",25-10-2008,1:15:00,Long March 4B,Shijian-6E & F,Active,64.68,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",25-10-2008,2:28:00,Delta II 7420-10C,COSMO-3,Retired,153.25925925925927,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",29-10-2008,16:53:00,Long March 3B/E,VENESAT 1,Active,29.15,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",05-11-2008,0:15:00,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",05-11-2008,0:15:00,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",15-11-2008,0:55:00,Space Shuttle Endeavour,STS-126,Retired,450.0,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",02-12-2008,4:59:00,Molniya-M /Block 2BL,Cosmos 2446,Retired,36.57038461538461,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",20-12-2008,22:35:00,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,Active,200.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",18-01-2009,2:47:00,Delta IV Heavy,NROL-26,Active,350.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",23-01-2009,3:54:00,H-IIA 202,"Ibuki, Maido 1 & Others",Active,90.0,Success
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",30-01-2009,13:30:00,Tsyklon-3,Koronas Foton,Retired,36.57038461538461,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",06-02-2009,10:22:00,Delta II 7320-10C,NOAA-N Prime,Retired,153.25925925925927,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12-02-2009,22:09:00,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",Active,200.0,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",24-02-2009,9:55:00,Minotaur C (Taurus),Orbiting Carbon Observatory,Active,45.0,Failure
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",26-02-2009,8:30:00,Zenit-3 SLB,Telstar-11N,Retired,108.84232047397124,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",07-03-2009,3:49:00,Delta II 7925-10L,Kepler,Retired,153.25925925925927,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",15-03-2009,23:43:00,Space Shuttle Discovery,STS-119,Retired,450.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",17-03-2009,14:21:00,Rokot/Briz KM,GOCE,Retired,41.8,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",24-03-2009,8:34:00,Delta II 7925,GPS IIRM-7,Retired,153.25925925925927,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",04-04-2009,0:31:00,Atlas V 421,WGS-2,Active,123.0,Success
KCST,"Pad 1, Tonghae Satellite Launching Ground, North Korea",05-04-2009,2:20:00,Unha-2,KwangmyÂÂngsÂÂng-2,Retired,108.84232047397124,Failure
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",20-04-2009,1:15:00,PSLV-CA,RISAT-2 & ANUSAT,Active,21.0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",20-04-2009,8:15:00,Zenit-3 SL,Sicral-1B,Retired,108.84232047397124,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",05-05-2009,20:24:00,Delta II 7920-10C,STSS-ATRR,Retired,153.25925925925927,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",11-05-2009,18:01:00,Space Shuttle Atlantis,STS-125,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",14-05-2009,13:12:00,Ariane 5 ECA,Herschel Space Observatory & Planck,Active,200.0,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",19-05-2009,23:55:00,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,Active,40.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",18-06-2009,17:32:00,Atlas V 421,LRO/LCROSS,Active,123.0,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",21-06-2009,21:50:00,Zenit-3 SLB,MEASAT 3a,Retired,108.84232047397124,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",27-06-2009,22:51:00,"Delta IV Medium+ (4,2)",GOES-O,Retired,164.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",01-07-2009,19:52:00,Ariane 5 ECA,TerreStar-1,Active,200.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",06-07-2009,1:26:00,Rokot/Briz KM,Cosmos 2451 to 2453,Retired,41.8,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",14-07-2009,3:35:00,Falcon 1,RazakSat,Retired,7.0,Success
